distrito,year,month,mes_nome,temperatura_media,temperatura_max,temperatura_min,precipitacao_total_mm
Setúbal,2017,3,Março,13.76,19.92,7.59,89.1
Setúbal,2017,4,Abril,17.23,25.42,9.03,2.0
Setúbal,2017,5,Maio,19.84,26.82,12.86,71.7
Setúbal,2017,6,Junho,23.63,31.44,15.81,4.4
Setúbal,2017,7,Julho,23.94,31.51,16.37,0.0
Setúbal,2017,8,Agosto,24.1,32.02,16.18,0.1
Setúbal,2017,9,Setembro,22.12,29.7,14.54,0.0
Setúbal,2017,10,Outubro,20.95,29.43,12.48,15.7
Setúbal,2017,11,Novembro,14.64,20.97,8.31,41.3
Setúbal,2017,12,Dezembro,10.75,16.95,4.55,46.3
Setúbal,2018,1,Janeiro,11.12,16.34,5.91,83.1
Setúbal,2018,2,Fevereiro,10.66,16.17,5.15,51.0
Setúbal,2018,3,Março,12.59,16.83,8.35,167.7
Setúbal,2018,4,Abril,14.24,19.9,8.59,99.7
Setúbal,2018,5,Maio,16.91,22.96,10.85,7.2
Setúbal,2018,6,Junho,20.58,26.51,14.65,25.0
Setúbal,2018,7,Julho,21.93,28.19,15.67,0.4
Setúbal,2018,8,Agosto,25.23,33.85,16.61,0.0
Setúbal,2018,9,Setembro,23.82,31.82,15.81,0.0
Setúbal,2018,10,Outubro,18.49,25.39,11.59,35.3
Setúbal,2018,11,Novembro,13.37,18.48,8.26,36.8
Setúbal,2018,12,Dezembro,11.65,17.34,5.97,24.5
Setúbal,2019,1,Janeiro,10.31,15.94,4.68,24.2
Setúbal,2019,2,Fevereiro,12.0,18.81,5.2,45.0
Setúbal,2019,3,Março,14.5,21.84,7.16,24.5
Setúbal,2019,4,Abril,15.04,20.57,9.52,56.9
Setúbal,2019,5,Maio,20.3,27.27,13.33,7.9
Setúbal,2019,6,Junho,19.55,26.14,12.95,7.9
Setúbal,2019,7,Julho,22.8,28.99,16.62,0.6
Setúbal,2019,8,Agosto,23.8,30.76,16.84,0.7
Setúbal,2019,9,Setembro,22.11,29.17,15.06,24.8
Setúbal,2019,10,Outubro,18.08,23.69,12.46,54.3
Setúbal,2019,11,Novembro,14.54,18.49,10.6,77.3
Setúbal,2019,12,Dezembro,12.69,17.21,8.16,131.1
Setúbal,2020,1,Janeiro,11.0,15.9,6.1,63.4
Setúbal,2020,2,Fevereiro,13.18,19.38,6.97,7.6
Setúbal,2020,3,Março,14.4,19.93,8.88,20.4
Setúbal,2020,4,Abril,15.09,20.26,9.92,106.8
Setúbal,2020,5,Maio,19.72,26.5,12.94,69.1
Setúbal,2020,6,Junho,20.91,27.53,14.29,1.8
Setúbal,2020,7,Julho,24.67,32.62,16.72,2.0
Setúbal,2020,8,Agosto,23.95,30.7,17.21,0.3
Setúbal,2020,9,Setembro,22.1,28.92,15.28,27.3
Setúbal,2020,10,Outubro,17.55,23.27,11.84,118.0
Setúbal,2020,11,Novembro,14.7,19.61,9.79,25.6
Setúbal,2020,12,Dezembro,11.33,16.01,6.65,77.2
Viana do Castelo,2015,1,Janeiro,7.86,12.27,3.45,134.0
Viana do Castelo,2015,2,Fevereiro,8.97,13.01,4.93,101.5
Viana do Castelo,2015,3,Março,11.84,16.87,6.81,55.4
Viana do Castelo,2015,4,Abril,14.99,20.08,9.91,66.9
Viana do Castelo,2015,5,Maio,16.87,21.72,12.03,148.8
Viana do Castelo,2015,6,Junho,19.08,24.12,14.03,37.0
Viana do Castelo,2015,7,Julho,19.39,24.22,14.55,21.0
Viana do Castelo,2015,8,Agosto,19.19,24.09,14.28,24.9
Viana do Castelo,2015,9,Setembro,17.13,22.1,12.16,118.6
Viana do Castelo,2015,10,Outubro,16.78,21.06,12.5,235.2
Viana do Castelo,2015,11,Novembro,13.86,17.77,9.94,57.5
Viana do Castelo,2015,12,Dezembro,12.65,16.28,9.02,139.7
Viana do Castelo,2016,1,Janeiro,11.08,14.42,7.75,274.3
Viana do Castelo,2016,2,Fevereiro,10.26,13.9,6.62,183.4
Viana do Castelo,2016,3,Março,11.0,15.39,6.62,116.6
Viana do Castelo,2016,4,Abril,12.94,17.49,8.39,217.3
Viana do Castelo,2016,5,Maio,15.22,19.41,11.04,152.3
Viana do Castelo,2016,6,Junho,18.06,22.76,13.35,25.3
Viana do Castelo,2016,7,Julho,21.01,26.9,15.13,0.0
Viana do Castelo,2016,8,Agosto,20.45,26.03,14.87,19.0
Viana do Castelo,2016,9,Setembro,18.06,23.53,12.6,65.6
Viana do Castelo,2016,10,Outubro,16.35,20.85,11.85,102.4
Viana do Castelo,2016,11,Novembro,11.76,16.06,7.46,167.1
Viana do Castelo,2016,12,Dezembro,10.58,15.17,5.98,58.2
Viana do Castelo,2017,1,Janeiro,8.21,12.94,3.48,95.6
Viana do Castelo,2017,2,Fevereiro,11.47,15.71,7.23,177.1
Viana do Castelo,2017,3,Março,12.77,17.76,7.78,99.4
Viana do Castelo,2017,4,Abril,15.37,21.33,9.41,14.2
Viana do Castelo,2017,5,Maio,17.6,22.46,12.74,101.5
Viana do Castelo,2017,6,Junho,18.66,23.75,13.56,25.0
Viana do Castelo,2017,7,Julho,19.78,24.56,15.0,13.6
Viana do Castelo,2017,8,Agosto,19.8,25.17,14.43,6.7
Viana do Castelo,2017,9,Setembro,17.1,22.32,11.88,8.4
Viana do Castelo,2017,10,Outubro,17.26,23.35,11.17,60.1
Viana do Castelo,2017,11,Novembro,11.99,16.94,7.05,79.8
Viana do Castelo,2017,12,Dezembro,9.43,13.83,5.04,153.3
Viana do Castelo,2018,1,Janeiro,9.43,13.34,5.53,156.7
Viana do Castelo,2018,2,Fevereiro,9.03,13.71,4.35,67.7
Viana do Castelo,2018,3,Março,10.61,14.31,6.91,277.2
Viana do Castelo,2018,4,Abril,13.39,17.8,8.99,168.0
Viana do Castelo,2018,5,Maio,15.35,19.66,11.04,52.8
Viana do Castelo,2018,6,Junho,17.87,21.79,13.95,48.8
Viana do Castelo,2018,7,Julho,19.35,23.13,15.57,20.3
Viana do Castelo,2018,8,Agosto,21.57,27.25,15.88,9.5
Viana do Castelo,2018,9,Setembro,19.71,24.59,14.83,14.2
Viana do Castelo,2018,10,Outubro,16.35,21.44,11.26,140.0
Viana do Castelo,2018,11,Novembro,12.36,15.61,9.11,311.7
Viana do Castelo,2018,12,Dezembro,11.78,15.09,8.48,156.0
Viana do Castelo,2019,1,Janeiro,8.61,13.31,3.91,85.4
Viana do Castelo,2019,2,Fevereiro,10.94,16.13,5.75,40.2
Viana do Castelo,2019,3,Março,12.75,17.98,7.52,92.2
Viana do Castelo,2019,4,Abril,12.75,16.99,8.51,145.7
Viana do Castelo,2019,5,Maio,17.25,22.86,11.65,24.0
Viana do Castelo,2019,6,Junho,16.8,21.63,11.97,56.1
Viana do Castelo,2019,7,Julho,20.33,25.33,15.33,16.2
Viana do Castelo,2019,8,Agosto,19.41,24.06,14.75,45.4
Viana do Castelo,2019,9,Setembro,20.36,25.78,14.95,40.3
Viana do Castelo,2019,10,Outubro,16.2,20.13,12.26,242.5
Viana do Castelo,2019,11,Novembro,12.65,15.62,9.68,274.7
Viana do Castelo,2019,12,Dezembro,11.84,16.19,7.48,223.5
Viana do Castelo,2020,1,Janeiro,10.18,14.44,5.91,160.2
Viana do Castelo,2020,2,Fevereiro,12.42,16.37,8.47,77.1
Viana do Castelo,2020,3,Março,12.25,16.7,7.8,83.7
Viana do Castelo,2020,4,Abril,14.09,18.33,9.86,122.2
Viana do Castelo,2020,5,Maio,18.09,22.68,13.5,65.2
Viana do Castelo,2020,6,Junho,17.18,21.63,12.74,36.5
Viana do Castelo,2020,7,Julho,21.63,27.0,16.26,0.7
Viana do Castelo,2020,8,Agosto,18.65,23.35,13.94,38.4
Viana do Castelo,2020,9,Setembro,19.66,24.88,14.45,65.9
Viana do Castelo,2020,10,Outubro,14.76,18.57,10.95,137.5
Viana do Castelo,2020,11,Novembro,13.68,17.19,10.16,98.3
Viana do Castelo,2020,12,Dezembro,10.08,13.65,6.51,303.4
Vila Real,2015,1,Janeiro,5.45,9.68,1.21,89.6
Vila Real,2015,2,Fevereiro,6.57,10.57,2.57,32.7
Vila Real,2015,3,Março,11.29,17.22,5.36,0.4
Vila Real,2015,4,Abril,13.72,19.08,8.35,39.5
Vila Real,2015,5,Maio,17.19,23.72,10.67,50.6
Vila Real,2015,6,Junho,21.39,28.55,14.23,20.7
Vila Real,2015,7,Julho,22.82,30.64,14.99,2.8
Vila Real,2015,8,Agosto,21.45,28.65,14.25,6.9
Vila Real,2015,9,Setembro,18.44,24.97,11.92,80.4
Vila Real,2015,10,Outubro,14.63,18.67,10.6,122.6
Vila Real,2015,11,Novembro,10.75,14.53,6.97,54.0
Vila Real,2015,12,Dezembro,8.62,12.13,5.1,50.2
Vila Real,2016,1,Janeiro,8.56,11.63,5.49,254.6
Vila Real,2016,2,Fevereiro,7.69,11.24,4.13,181.6
Vila Real,2016,3,Março,8.75,13.62,3.88,104.9
Vila Real,2016,4,Abril,11.19,16.16,6.22,200.0
Vila Real,2016,5,Maio,14.39,19.4,9.38,137.6
Vila Real,2016,6,Junho,19.09,25.51,12.66,23.0
Vila Real,2016,7,Julho,24.3,32.05,16.56,0.0
Vila Real,2016,8,Agosto,24.0,31.82,16.18,0.5
Vila Real,2016,9,Setembro,20.82,27.83,13.82,24.6
Vila Real,2016,10,Outubro,15.63,20.47,10.79,71.6
Vila Real,2016,11,Novembro,9.57,13.3,5.84,113.9
Vila Real,2016,12,Dezembro,6.82,10.27,3.37,37.2
Vila Real,2017,1,Janeiro,5.96,10.3,1.62,60.6
Vila Real,2017,2,Fevereiro,9.38,13.52,5.24,167.6
Vila Real,2017,3,Março,11.07,16.1,6.03,64.0
Vila Real,2017,4,Abril,15.24,21.95,8.53,11.2
Vila Real,2017,5,Maio,17.83,23.68,11.99,80.4
Vila Real,2017,6,Junho,21.7,28.46,14.94,11.0
Vila Real,2017,7,Julho,22.35,29.65,15.05,20.4
Vila Real,2017,8,Agosto,22.62,30.36,14.87,2.3
Vila Real,2017,9,Setembro,18.98,26.18,11.77,0.1
Vila Real,2017,10,Outubro,18.73,25.29,12.16,29.5
Vila Real,2017,11,Novembro,10.51,15.55,5.47,32.2
Vila Real,2017,12,Dezembro,7.38,11.34,3.42,149.2
Vila Real,2018,1,Janeiro,7.4,11.23,3.58,75.3
Vila Real,2018,2,Fevereiro,6.44,10.99,1.9,63.5
Vila Real,2018,3,Março,7.59,11.45,3.73,362.3
Vila Real,2018,4,Abril,12.21,17.08,7.34,112.6
Vila Real,2018,5,Maio,15.5,21.29,9.71,29.3
Vila Real,2018,6,Junho,18.83,24.42,13.24,89.1
Vila Real,2018,7,Julho,20.7,26.97,14.42,14.1
Vila Real,2018,8,Agosto,24.74,32.49,16.99,3.2
Vila Real,2018,9,Setembro,23.19,30.37,16.01,3.8
Vila Real,2018,10,Outubro,15.29,20.59,9.99,45.6
Vila Real,2018,11,Novembro,9.62,12.85,6.4,206.1
Vila Real,2018,12,Dezembro,8.56,11.79,5.34,71.6
Vila Real,2019,1,Janeiro,6.76,11.17,2.35,54.3
Vila Real,2019,2,Fevereiro,9.57,14.88,4.26,54.6
Vila Real,2019,3,Março,11.57,17.64,5.51,44.9
Vila Real,2019,4,Abril,11.6,16.45,6.75,139.8
Vila Real,2019,5,Maio,16.64,23.37,9.92,5.8
Vila Real,2019,6,Junho,16.55,22.36,10.74,37.7
Vila Real,2019,7,Julho,22.37,29.62,15.13,14.8
Vila Real,2019,8,Agosto,21.93,29.13,14.73,19.9
Vila Real,2019,9,Setembro,20.07,26.94,13.19,13.7
Vila Real,2019,10,Outubro,15.24,20.06,10.41,97.9
Vila Real,2019,11,Novembro,9.85,12.63,7.06,197.8
Vila Real,2019,12,Dezembro,8.41,11.94,4.88,277.4
Vila Real,2020,1,Janeiro,6.58,10.18,2.97,84.0
Vila Real,2020,2,Fevereiro,10.84,15.37,6.32,22.8
Vila Real,2020,3,Março,11.08,16.03,6.13,96.2
Vila Real,2020,4,Abril,12.66,17.07,8.25,122.0
Vila Real,2020,5,Maio,18.51,24.71,12.31,51.0
Vila Real,2020,6,Junho,18.14,24.39,11.9,6.5
Vila Real,2020,7,Julho,25.53,33.64,17.43,6.0
Vila Real,2020,8,Agosto,21.69,28.71,14.67,26.7
Vila Real,2020,9,Setembro,20.14,26.41,13.87,27.4
Vila Real,2020,10,Outubro,13.32,17.75,8.89,130.3
Vila Real,2020,11,Novembro,11.07,14.63,7.51,99.9
Vila Real,2020,12,Dezembro,7.31,10.67,3.95,127.0
Viseu,2015,1,Janeiro,7.28,11.34,3.22,133.1
Viseu,2015,2,Fevereiro,6.05,9.77,2.33,61.2
Viseu,2015,3,Março,10.69,16.4,4.97,5.8
Viseu,2015,4,Abril,13.26,18.16,8.35,83.2
Viseu,2015,5,Maio,16.57,22.51,10.63,82.1
Viseu,2015,6,Junho,20.67,27.42,13.92,32.2
Viseu,2015,7,Julho,21.98,29.92,14.04,0.5
Viseu,2015,8,Agosto,20.86,27.81,13.92,11.2
Viseu,2015,9,Setembro,18.25,24.26,12.24,145.5
Viseu,2015,10,Outubro,14.39,18.05,10.74,217.3
Viseu,2015,11,Novembro,12.51,16.53,8.49,84.6
Viseu,2015,12,Dezembro,10.82,14.17,7.47,105.7
Viseu,2016,1,Janeiro,8.19,11.14,5.24,391.7
Viseu,2016,2,Fevereiro,7.35,10.89,3.8,278.0
Viseu,2016,3,Março,8.13,13.09,3.16,76.6
Viseu,2016,4,Abril,10.77,15.56,5.98,223.9
Viseu,2016,5,Maio,13.66,18.55,8.77,176.9
Viseu,2016,6,Junho,18.57,24.74,12.41,21.4
Viseu,2016,7,Julho,24.05,31.56,16.54,4.2
Viseu,2016,8,Agosto,23.75,31.77,15.72,8.5
Viseu,2016,9,Setembro,20.78,27.64,13.91,31.0
Viseu,2016,10,Outubro,16.02,20.96,11.09,120.8
Viseu,2016,11,Novembro,9.8,13.52,6.07,151.5
Viseu,2016,12,Dezembro,9.34,13.68,5.01,43.8
Viseu,2017,1,Janeiro,7.02,11.26,2.78,77.5
Viseu,2017,2,Fevereiro,9.25,13.47,5.03,179.3
Viseu,2017,3,Março,10.74,15.52,5.97,92.9
Viseu,2017,4,Abril,15.29,21.65,8.92,21.0
Viseu,2017,5,Maio,16.92,22.54,11.29,101.6
Viseu,2017,6,Junho,20.77,27.5,14.05,17.6
Viseu,2017,7,Julho,21.82,29.42,14.23,10.9
Viseu,2017,8,Agosto,22.33,30.53,14.13,26.7
Viseu,2017,9,Setembro,19.13,26.56,11.7,1.2
Viseu,2017,10,Outubro,19.68,25.81,13.55,45.7
Viseu,2017,11,Novembro,11.59,16.51,6.66,69.9
Viseu,2017,12,Dezembro,7.97,11.89,4.04,160.2
Viseu,2018,1,Janeiro,7.29,11.21,3.36,111.5
Viseu,2018,2,Fevereiro,6.47,11.54,1.4,58.8
Viseu,2018,3,Março,6.88,10.65,3.11,482.7
Viseu,2018,4,Abril,11.61,16.38,6.84,151.2
Viseu,2018,5,Maio,14.56,20.08,9.03,31.0
Viseu,2018,6,Junho,17.49,22.67,12.32,85.4
Viseu,2018,7,Julho,19.3,25.29,13.31,16.6
Viseu,2018,8,Agosto,24.36,31.45,17.28,0.4
Viseu,2018,9,Setembro,23.07,29.54,16.6,13.4
Viseu,2018,10,Outubro,15.1,19.97,10.23,44.8
Viseu,2018,11,Novembro,9.35,12.39,6.3,265.9
Viseu,2018,12,Dezembro,9.58,12.86,6.31,99.1
Viseu,2019,1,Janeiro,7.81,11.93,3.69,70.3
Viseu,2019,2,Fevereiro,10.25,14.89,5.61,67.1
Viseu,2019,3,Março,11.58,17.01,6.14,64.1
Viseu,2019,4,Abril,10.83,15.37,6.29,205.2
Viseu,2019,5,Maio,16.32,22.53,10.11,22.2
Viseu,2019,6,Junho,15.45,21.06,9.84,36.3
Viseu,2019,7,Julho,20.86,27.7,14.02,5.5
Viseu,2019,8,Agosto,20.98,27.69,14.26,21.7
Viseu,2019,9,Setembro,19.25,25.48,13.01,37.6
Viseu,2019,10,Outubro,14.82,19.19,10.45,134.1
Viseu,2019,11,Novembro,8.85,11.55,6.14,258.0
Viseu,2019,12,Dezembro,9.37,12.72,6.02,340.8
Viseu,2020,1,Janeiro,7.87,11.13,4.62,106.4
Viseu,2020,2,Fevereiro,11.09,15.19,6.99,47.5
Viseu,2020,3,Março,10.64,15.12,6.15,126.7
Viseu,2020,4,Abril,11.57,15.66,7.48,153.4
Viseu,2020,5,Maio,17.68,23.2,12.15,44.2
Viseu,2020,6,Junho,17.22,22.94,11.5,13.3
Viseu,2020,7,Julho,24.8,32.11,17.48,11.7
Viseu,2020,8,Agosto,20.89,27.52,14.26,39.6
Viseu,2020,9,Setembro,20.08,25.56,14.61,88.4
Viseu,2020,10,Outubro,13.31,17.46,9.17,181.0
Viseu,2020,11,Novembro,11.95,15.18,8.71,117.1
Viseu,2020,12,Dezembro,7.33,10.05,4.62,177.5
Évora,2015,1,Janeiro,,,,67.3
Évora,2015,2,Fevereiro,,,,13.1
Évora,2015,3,Março,,,,17.9
Évora,2015,4,Abril,,,,59.5
Évora,2015,5,Maio,,,,2.6
Évora,2015,6,Junho,,,,0.3
Évora,2015,7,Julho,,,,0.0
Évora,2015,8,Agosto,,,,0.8
Évora,2015,9,Setembro,,,,9.8
Évora,2015,10,Outubro,,,,95.7
Évora,2015,11,Novembro,,,,33.1
Évora,2015,12,Dezembro,,,,29.5
Évora,2016,1,Janeiro,,,,92.6
Évora,2016,2,Fevereiro,,,,53.2
Évora,2016,3,Março,,,,28.3
Évora,2016,4,Abril,,,,60.6
Évora,2016,5,Maio,,,,82.5
Évora,2016,6,Junho,,,,0.0
Évora,2016,7,Julho,,,,0.8
Évora,2016,8,Agosto,,,,0.0
Évora,2016,9,Setembro,,,,8.1
Évora,2016,10,Outubro,,,,58.7
Évora,2016,11,Novembro,,,,60.0
Évora,2016,12,Dezembro,,,,57.7
Évora,2017,1,Janeiro,,,,29.9
Évora,2017,2,Fevereiro,,,,59.4
Évora,2017,3,Março,,,,77.8
Évora,2017,4,Abril,,,,0.0
Évora,2017,5,Maio,,,,44.5
Évora,2017,6,Junho,,,,8.2
Évora,2017,7,Julho,,,,0.0
Évora,2017,8,Agosto,,,,16.9
Évora,2017,9,Setembro,,,,0.0
Évora,2017,10,Outubro,,,,21.1
Évora,2017,11,Novembro,,,,45.1
Évora,2017,12,Dezembro,,,,43.0
Évora,2018,1,Janeiro,,,,50.3
Évora,2018,2,Fevereiro,,,,57.9
Évora,2018,3,Março,,,,229.8
Évora,2018,4,Abril,,,,89.4
Évora,2018,5,Maio,,,,63.7
Évora,2018,6,Junho,,,,22.3
Évora,2018,7,Julho,,,,0.8
Évora,2018,8,Agosto,,,,0.2
Évora,2018,9,Setembro,,,,5.4
Évora,2018,10,Outubro,,,,50.6
Évora,2018,11,Novembro,,,,124.3
Évora,2018,12,Dezembro,,,,22.1
Évora,2019,1,Janeiro,,,,15.5
Évora,2019,2,Fevereiro,,,,42.4
Évora,2019,3,Março,,,,15.7
Évora,2019,4,Abril,,,,91.6
Évora,2019,5,Maio,,,,8.8
Évora,2019,6,Junho,,,,3.1
Évora,2019,7,Julho,,,,1.8
Évora,2019,8,Agosto,,,,3.3
Évora,2019,9,Setembro,,,,15.4
Évora,2019,10,Outubro,,,,26.7
Évora,2019,11,Novembro,,,,116.8
Évora,2019,12,Dezembro,,,,113.3
Évora,2020,1,Janeiro,,,,52.4
Évora,2020,2,Fevereiro,,,,4.7
Évora,2020,3,Março,,,,59.9
Évora,2020,4,Abril,,,,111.0
Évora,2020,5,Maio,,,,57.0
Évora,2020,6,Junho,,,,3.9
Évora,2020,7,Julho,,,,27.2
Évora,2020,8,Agosto,,,,0.5
Évora,2020,9,Setembro,,,,20.7
Évora,2020,10,Outubro,,,,127.8
Évora,2020,11,Novembro,,,,94.5
Évora,2020,12,Dezembro,,,,66.8
